pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD,precio_m2
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,1.0,75,44041,587.2133333
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,58,43765,754.5689655
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,100,90559,905.59
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,39,50000,1282.051282
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,280,187173,668.475
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,79,88081,1114.949367
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,3.0,107,390000,3644.859813
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,40,75000,1875
Argentina,Capital Federal,Retiro,Departamento,5.0,3.0,3.0,133,370000,2781.954887
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,33,85000,2575.757576
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,41,54000,1317.073171
Argentina,Capital Federal,Palermo,Departamento,5.0,4.0,4.0,335,2700000,8059.701493
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,110,118084,1073.490909
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,50,82576,1651.52
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,34,53360,1569.411765
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,76,99092,1303.842105
Colombia,Antioquia,Itagui,Apartamento,3.0,3.0,2.0,55,44041,800.7454545
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,135,156895,1162.185185
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,55,89458,1626.509091
Argentina,Buenos Aires Interior,Olavarría,Departamento,2.0,1.0,1.0,45,47500,1055.555556
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,1.0,1.0,1.0,33,69000,2090.909091
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,5.0,108,115607,1070.435185
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,76,57803,760.5657895
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,47,103500,2202.12766
Argentina,Capital Federal,Abasto,Departamento,2.0,1.0,1.0,29,75000,2586.206897
Argentina,Capital Federal,Constitución,Departamento,2.0,1.0,1.0,41,72000,1756.097561
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,2.0,3.0,120,189000,1575
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,41,146100,3563.414634
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,91,96339,1058.67033
Argentina,Córdoba,Villa Carlos Paz,Departamento,3.0,1.0,1.0,45,38000,844.4444444
Argentina,Capital Federal,Monserrat,Departamento,1.0,1.0,1.0,26,69000,2653.846154
Argentina,Capital Federal,San Cristobal,Departamento,4.0,3.0,2.0,70,162000,2314.285714
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,4.0,130,164878,1268.292308
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,1.0,78,162000,2076.923077
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,74,118000,1594.594595
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,79,184000,2329.113924
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,70,65511,935.8714286
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,130,151390,1164.538462
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,48,57803,1204.229167
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,28,36300,1296.428571
Argentina,Santa Fe,Rosario,Departamento,6.0,3.0,1.0,118,187000,1584.745763
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,47000,1382.352941
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,60,225000,3750
Argentina,Buenos Aires Costa Atlántica,Villa Gesell,Departamento,2.0,1.0,1.0,43,110000,2558.139535
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,38,52000,1368.421053
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,3.0,2.0,150,440000,2933.333333
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,90,85329,948.1
Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,3.0,2.0,1.0,58,130000,2241.37931
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,58,163000,2810.344828
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,170,830000,4882.352941
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,99,240000,2424.242424
Argentina,Capital Federal,Villa Pueyrredón,Departamento,2.0,1.0,1.0,32,70000,2187.5
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40,95000,2375
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,75,73768,983.5733333
Argentina,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,Departamento,4.0,3.0,2.0,122,305000,2500
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,3.0,1.0,40,100000,2500
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,38,76500,2013.157895
Argentina,Capital Federal,Recoleta,Departamento,6.0,5.0,3.0,295,640000,2169.491525
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,191,324800,1700.52356
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,3.0,170,180000,1058.823529
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,1.0,108,260000,2407.407407
Argentina,Capital Federal,Chacarita,Departamento,4.0,3.0,1.0,95,171500,1805.263158
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,75,86000,1146.666667
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,99,260000,2626.262626
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,110,121387,1103.518182
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,40,56427,1410.675
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,83,260000,3132.53012
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,47,79000,1680.851064
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,2.0,48,120000,2500
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,50,95000,1900
Argentina,Capital Federal,Colegiales,Departamento,2.0,1.0,1.0,40,115000,2875
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,171,1350000,7894.736842
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,52,77900,1498.076923
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40,70000,1750
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,2.0,120,160000,1333.333333
Argentina,Córdoba,Córdoba,Departamento,3.0,1.0,1.0,42,52900,1259.52381
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,2.0,60,202000,3366.666667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,57,96339,1690.157895
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,28,63900,2282.142857
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,166,269750,1625
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,3.0,3.0,255,1000000,3921.568627
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,61,68814,1128.098361
Argentina,Capital Federal,Boedo,Departamento,3.0,2.0,1.0,53,120000,2264.150943
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,127,181668,1430.456693
Argentina,Capital Federal,Colegiales,Departamento,4.0,3.0,2.0,80,180000,2250
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,35,60000,1714.285714
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,82,143132,1745.512195
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,58,158000,2724.137931
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,28,55000,1964.285714
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,2.0,63,140000,2222.222222
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,2.0,1.0,1.0,75,150000,2000
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,40,53000,1325
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,90,82576,917.5111111
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33,95000,2878.787879
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,53,149000,2811.320755
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,92,110102,1196.76087
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,3.0,177,1100000,6214.689266
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40,98000,2450
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,33,65000,1969.69697
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,169,228461,1351.840237
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,28,59000,2107.142857
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,64,64685,1010.703125
Argentina,Capital Federal,Villa del Parque,Departamento,2.0,1.0,1.0,31,72000,2322.580645
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,52,135000,2596.153846
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,51,120256,2357.960784
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,39,135000,3461.538462
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,35,48000,1371.428571
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,112,191302,1708.053571
Colombia,Cundinamarca,Soacha,Apartamento,2.0,2.0,1.0,48,24773,516.1041667
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,60,60556,1009.266667
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,60,169000,2816.666667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,146,233966,1602.506849
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,177,110102,622.0451977
Argentina,Buenos Aires Costa Atlántica,Villa Gesell,Departamento,3.0,2.0,1.0,57,65000,1140.350877
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,2.0,2.0,52,70000,1346.153846
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,41,97000,2365.853659
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,4.0,245,169282,690.9469388
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,78,118359,1517.423077
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,150,550000,3666.666667
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,1.0,74,150000,2027.027027
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,56,105000,1875
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,32,85000,2656.25
Colombia,Cundinamarca,Soacha,Apartamento,3.0,3.0,2.0,50,37159,743.18
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,72,67437,936.625
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,76,71566,941.6578947
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,3.0,241,132122,548.2240664
Argentina,Capital Federal,Monserrat,Departamento,2.0,1.0,1.0,53,97800,1845.283019
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,54,125000,2314.814815
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,80,74319,928.9875
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,1.0,1.0,70,130000,1857.142857
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,75,165000,2200
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,85,123865,1457.235294
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,40,80000,2000
Colombia,Valle del Cauca,Buenaventura,Apartamento,3.0,3.0,2.0,56,37985,678.3035714
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,63,60556,961.2063492
Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,2.0,1.0,1.0,53,122936,2319.54717
Argentina,Capital Federal,Villa Devoto,Departamento,2.0,1.0,1.0,43,105000,2441.860465
Argentina,Capital Federal,Floresta,Departamento,2.0,1.0,1.0,72,105000,1458.333333
Argentina,Capital Federal,Balvanera,Departamento,3.0,2.0,2.0,76,149000,1960.526316
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,64,160000,2500
Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,2.0,1.0,1.0,47,119000,2531.914894
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,201,330306,1643.313433
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,3.0,78,298000,3820.512821
Argentina,Capital Federal,Nuñez,Departamento,3.0,2.0,1.0,55,125000,2272.727273
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,215,330306,1536.306977
Colombia,Antioquia,La Estrella,Apartamento,3.0,3.0,2.0,82,86705,1057.378049
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,62,255000,4112.903226
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,1.0,33,24773,750.6969697
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,35,99000,2828.571429
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,78,44041,564.6282051
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,37,145000,3918.918919
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,61,53675,879.9180328
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,31,55900,1803.225806
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,138,165015,1195.76087
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,50,135000,2700
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,49,77071,1572.877551
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,52,195000,3750
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,30,83000,2766.666667
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,65,61932,952.8
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30,48000,1600
Argentina,Capital Federal,Flores,Departamento,4.0,3.0,1.0,106,230000,2169.811321
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,77,141756,1840.987013
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,45,82900,1842.222222
Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,4.0,3.0,1.0,78,75000,961.5384615
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,64000,1828.571429
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,24,38140,1589.166667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,198,646848,3266.909091
Colombia,Atlántico,Juan de Acosta,Apartamento,2.0,2.0,2.0,95,131847,1387.863158
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,38,120000,3157.894737
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,45,59000,1311.111111
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,57,89600,1571.929825
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,35,75000,2142.857143
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,2.0,118,590000,5000
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,82,470000,5731.707317
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,136,136251,1001.845588
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40,115000,2875
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,172,212772,1237.046512
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,2.0,1.0,1.0,50,120000,2400
Argentina,San Juan,Rivadavia,Departamento,2.0,1.0,1.0,48,30000,625
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,226,330306,1461.530973
Argentina,Capital Federal,Flores,Departamento,1.0,1.0,1.0,23,54000,2347.826087
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,80,108726,1359.075
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,80,102000,1275
Argentina,Capital Federal,Las Cañitas,Departamento,4.0,3.0,3.0,100,320000,3200
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,326,756950,2321.932515
Argentina,Córdoba,Córdoba,Departamento,6.0,3.0,2.0,95,145000,1526.315789
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,75,120000,1600
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,33,120000,3636.363636
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,1.0,1.0,38,54000,1421.052632
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,2.0,160,484900,3030.625
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,42,90000,2142.857143
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,98,103220,1053.265306
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,40,129000,3225
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,42,65000,1547.619048
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,35,110000,3142.857143
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,60,162400,2706.666667
Argentina,Capital Federal,Retiro,Departamento,1.0,1.0,1.0,36,95000,2638.888889
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,55,41288,750.6909091
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,65,129900,1998.461538
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,48,80000,1666.666667
Argentina,Capital Federal,Villa Urquiza,Departamento,1.0,1.0,1.0,65,123000,1892.307692
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,143,209194,1462.895105
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,35,95000,2714.285714
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,2.0,78,178000,2282.051282
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30,64900,2163.333333
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,63,48170,764.6031746
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,4.0,3.0,2.0,150,140000,933.3333333
Argentina,Capital Federal,Balvanera,Departamento,3.0,2.0,1.0,56,99000,1767.857143
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,2.0,85,135000,1588.235294
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,38,100277,2638.868421
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,37,73000,1972.972973
Argentina,Capital Federal,Retiro,Departamento,5.0,3.0,3.0,133,370000,2781.954887
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,1.0,70,88000,1257.142857
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,122,302780,2481.803279
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,48,103000,2145.833333
Colombia,Risaralda,Pereira,Apartamento,2.0,2.0,2.0,66,74319,1126.045455
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,55,170000,3090.909091
Argentina,Capital Federal,Balvanera,Departamento,3.0,2.0,1.0,54,135000,2500
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,86,316543,3680.732558
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,4.0,3.0,126,320000,2539.68254
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,4.0,236,261492,1108.016949
Argentina,Capital Federal,Villa del Parque,Departamento,2.0,1.0,1.0,42,86000,2047.619048
Argentina,Capital Federal,Villa Pueyrredón,Departamento,2.0,1.0,1.0,42,99000,2357.142857
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,44,105000,2386.363636
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,5.0,194,239472,1234.391753
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,36,80000,2222.222222
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,4.0,136,107349,789.3308824
Argentina,Capital Federal,Villa del Parque,Departamento,3.0,2.0,1.0,58,105000,1810.344828
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40,77000,1925
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,240,550509,2293.7875
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,4.0,3.0,1.0,150,140000,933.3333333
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,30,105000,3500
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,37,56000,1513.513514
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,225,233966,1039.848889
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,80,238000,2975
Argentina,Córdoba,Córdoba,Departamento,4.0,1.0,1.0,54,52000,962.962963
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,4.0,121,114231,944.0578512
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,4.0,130,150014,1153.953846
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,58,220000,3793.103448
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,55,105000,1909.090909
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,42,100000,2380.952381
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,79,275000,3481.012658
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,2.0,106,380000,3584.90566
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,40,88000,2200
Argentina,Córdoba,Córdoba,Departamento,6.0,2.0,2.0,110,150000,1363.636364
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,37,90000,2432.432432
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,85,103220,1214.352941
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,78,81200,1041.025641
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,1.0,1.0,1.0,35,66500,1900
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,86,129370,1504.302326
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,344,151390,440.0872093
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30,65000,2166.666667
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,33,129000,3909.090909
Argentina,Santa Fe,Santa Fe,Departamento,3.0,2.0,1.0,70,95000,1357.142857
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,54,55051,1019.462963
Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,1.0,1.0,1.0,38,54000,1421.052632
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,50,65000,1300
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,170,269750,1586.764706
Colombia,Antioquia,Copacabana,Apartamento,3.0,3.0,2.0,65,53262,819.4153846
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,76,64685,851.1184211
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,79,153042,1937.240506
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,1.0,50,24773,495.46
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,42,80000,1904.761905
Colombia,Antioquia,La Estrella,Apartamento,3.0,3.0,2.0,83,83953,1011.481928
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,93,145885,1568.655914
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,64,210000,3281.25
Colombia,Antioquia,Copacabana,Apartamento,3.0,3.0,2.0,75,74313,990.84
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,41,70000,1707.317073
Argentina,Capital Federal,Balvanera,Departamento,3.0,2.0,1.0,55,165000,3000
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40,82900,2072.5
Argentina,Mendoza,Mendoza,Departamento,1.0,1.0,1.0,27,385000,14259.25926
Argentina,Capital Federal,Monserrat,Departamento,3.0,2.0,1.0,43,79000,1837.209302
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,150,247729,1651.526667
Argentina,Capital Federal,Villa Crespo,Departamento,1.0,1.0,1.0,42,107322,2555.285714
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,46,90000,1956.521739
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,45,85000,1888.888889
Argentina,Capital Federal,Villa Pueyrredón,Departamento,2.0,1.0,1.0,40,95000,2375
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,116,151115,1302.715517
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,1.0,97,180000,1855.670103
Argentina,Santa Fe,Rosario,Departamento,2.0,2.0,2.0,90,260000,2888.888889
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,41,73000,1780.487805
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,47,96339,2049.765957
Argentina,Capital Federal,Monserrat,Departamento,1.0,1.0,1.0,38,86900,2286.842105
Argentina,Capital Federal,Mataderos,Departamento,1.0,1.0,1.0,36,47000,1305.555556
